cuda:0
bitflip_projchi
privacy level = 1.0
tensor([0.2100, 0.2900, 0.2100, 0.2900])
tensor([0.2900, 0.2100, 0.2900, 0.2100])


#########################################
sample size = 1000
tensor(9.1378, device='cuda:0')
pval: 0.08400000631809235 -- 22th test, time elapsed 3.172538995742798 -- emperical power so far: 0.18181818181818182
tensor(1.6696, device='cuda:0')
pval: 0.6420000195503235 -- 23th test, time elapsed 3.113332986831665 -- emperical power so far: 0.17391304347826086
tensor(3.7992, device='cuda:0')
pval: 0.2710000276565552 -- 24th test, time elapsed 3.145686149597168 -- emperical power so far: 0.16666666666666666
tensor(14.8533, device='cuda:0')
pval: 0.0010000000474974513 -- 25th test, time elapsed 3.2362372875213623 -- emperical power so far: 0.2
tensor(7.2660, device='cuda:0')
pval: 0.06000000238418579 -- 26th test, time elapsed 3.1357040405273438 -- emperical power so far: 0.19230769230769232
tensor(7.0888, device='cuda:0')
pval: 0.07400000095367432 -- 27th test, time elapsed 3.214792013168335 -- emperical power so far: 0.18518518518518517
tensor(15.2795, device='cuda:0')
pval: 0.003000000026077032 -- 28th test, time elapsed 3.1675772666931152 -- emperical power so far: 0.21428571428571427
tensor(6.8083, device='cuda:0')
pval: 0.07400000095367432 -- 29th test, time elapsed 3.171426296234131 -- emperical power so far: 0.20689655172413793
tensor(12.1481, device='cuda:0')
pval: 0.010000000707805157 -- 30th test, time elapsed 3.148958206176758 -- emperical power so far: 0.23333333333333334
tensor(9.1580, device='cuda:0')
pval: 0.02800000086426735 -- 31th test, time elapsed 3.166171073913574 -- emperical power so far: 0.25806451612903225
tensor(21.4037, device='cuda:0')
pval: 0.0010000000474974513 -- 32th test, time elapsed 3.1783370971679688 -- emperical power so far: 0.28125
tensor(7.7991, device='cuda:0')
pval: 0.058000002056360245 -- 33th test, time elapsed 3.2180588245391846 -- emperical power so far: 0.2727272727272727
tensor(1.7525, device='cuda:0')
pval: 0.6360000371932983 -- 34th test, time elapsed 3.2216029167175293 -- emperical power so far: 0.2647058823529412
tensor(2.8500, device='cuda:0')
pval: 0.4140000343322754 -- 35th test, time elapsed 3.222184419631958 -- emperical power so far: 0.2571428571428571
tensor(4.6406, device='cuda:0')
pval: 0.1900000125169754 -- 36th test, time elapsed 3.2745800018310547 -- emperical power so far: 0.25
tensor(1.3859, device='cuda:0')
pval: 0.6850000619888306 -- 37th test, time elapsed 3.145322561264038 -- emperical power so far: 0.24324324324324326
tensor(5.3994, device='cuda:0')
pval: 0.16200000047683716 -- 38th test, time elapsed 3.1904191970825195 -- emperical power so far: 0.23684210526315788
tensor(1.8711, device='cuda:0')
pval: 0.6060000061988831 -- 39th test, time elapsed 3.1249210834503174 -- emperical power so far: 0.23076923076923078
tensor(3.2311, device='cuda:0')
pval: 0.3680000305175781 -- 40th test, time elapsed 3.1489925384521484 -- emperical power so far: 0.225
tensor(10.8109, device='cuda:0')
pval: 0.020000001415610313 -- 41th test, time elapsed 3.1738972663879395 -- emperical power so far: 0.24390243902439024
tensor(1.8840, device='cuda:0')
pval: 0.628000020980835 -- 42th test, time elapsed 3.2431728839874268 -- emperical power so far: 0.23809523809523808
tensor(0.4738, device='cuda:0')
pval: 0.9290000200271606 -- 43th test, time elapsed 3.2408320903778076 -- emperical power so far: 0.23255813953488372
tensor(6.5134, device='cuda:0')
pval: 0.0950000062584877 -- 44th test, time elapsed 3.154712438583374 -- emperical power so far: 0.22727272727272727
tensor(12.1781, device='cuda:0')
pval: 0.00800000037997961 -- 45th test, time elapsed 3.3135221004486084 -- emperical power so far: 0.24444444444444444
tensor(1.4330, device='cuda:0')
pval: 0.6830000281333923 -- 46th test, time elapsed 3.1864683628082275 -- emperical power so far: 0.2391304347826087
tensor(7.3691, device='cuda:0')
pval: 0.06000000238418579 -- 47th test, time elapsed 3.260366916656494 -- emperical power so far: 0.23404255319148937
tensor(11.8535, device='cuda:0')
pval: 0.005000000353902578 -- 48th test, time elapsed 3.167306900024414 -- emperical power so far: 0.25
tensor(11.9865, device='cuda:0')
pval: 0.007000000216066837 -- 49th test, time elapsed 3.1595308780670166 -- emperical power so far: 0.2653061224489796
tensor(2.0269, device='cuda:0')
pval: 0.5610000491142273 -- 50th test, time elapsed 3.13664174079895 -- emperical power so far: 0.26
tensor(6.0163, device='cuda:0')
pval: 0.10900000482797623 -- 51th test, time elapsed 3.1893460750579834 -- emperical power so far: 0.2549019607843137
tensor(2.8203, device='cuda:0')
pval: 0.40700000524520874 -- 52th test, time elapsed 3.192490816116333 -- emperical power so far: 0.25
tensor(2.4429, device='cuda:0')
pval: 0.4570000171661377 -- 53th test, time elapsed 3.2447216510772705 -- emperical power so far: 0.24528301886792453
tensor(1.4056, device='cuda:0')
pval: 0.7000000476837158 -- 54th test, time elapsed 3.2433273792266846 -- emperical power so far: 0.24074074074074073
tensor(10.3929, device='cuda:0')
pval: 0.01900000125169754 -- 55th test, time elapsed 3.1841931343078613 -- emperical power so far: 0.2545454545454545
tensor(4.4380, device='cuda:0')
pval: 0.242000013589859 -- 56th test, time elapsed 3.305389165878296 -- emperical power so far: 0.25
tensor(6.9263, device='cuda:0')
pval: 0.0820000022649765 -- 57th test, time elapsed 3.1393609046936035 -- emperical power so far: 0.24561403508771928
tensor(4.2442, device='cuda:0')
pval: 0.2370000183582306 -- 58th test, time elapsed 3.1543171405792236 -- emperical power so far: 0.2413793103448276
tensor(7.0522, device='cuda:0')
pval: 0.07100000232458115 -- 59th test, time elapsed 3.1344714164733887 -- emperical power so far: 0.23728813559322035
tensor(11.9002, device='cuda:0')
pval: 0.006000000052154064 -- 60th test, time elapsed 3.1601786613464355 -- emperical power so far: 0.25
tensor(10.6963, device='cuda:0')
pval: 0.014000000432133675 -- 61th test, time elapsed 3.1766533851623535 -- emperical power so far: 0.26229508196721313
tensor(7.5419, device='cuda:0')
pval: 0.055000003427267075 -- 62th test, time elapsed 3.2651374340057373 -- emperical power so far: 0.25806451612903225
tensor(13.0106, device='cuda:0')
pval: 0.004000000189989805 -- 63th test, time elapsed 3.183269500732422 -- emperical power so far: 0.2698412698412698
tensor(15.6645, device='cuda:0')
pval: 0.0020000000949949026 -- 64th test, time elapsed 3.179387331008911 -- emperical power so far: 0.28125
tensor(10.7832, device='cuda:0')
pval: 0.020000001415610313 -- 65th test, time elapsed 3.2531216144561768 -- emperical power so far: 0.2923076923076923
tensor(9.5070, device='cuda:0')
pval: 0.02200000174343586 -- 66th test, time elapsed 3.1343159675598145 -- emperical power so far: 0.30303030303030304
tensor(3.7145, device='cuda:0')
pval: 0.2880000174045563 -- 67th test, time elapsed 3.121783494949341 -- emperical power so far: 0.29850746268656714
tensor(10.3622, device='cuda:0')
pval: 0.014000000432133675 -- 68th test, time elapsed 3.151388168334961 -- emperical power so far: 0.3088235294117647
tensor(1.0252, device='cuda:0')
pval: 0.796000063419342 -- 69th test, time elapsed 3.1485464572906494 -- emperical power so far: 0.30434782608695654
tensor(0.7661, device='cuda:0')
pval: 0.8630000352859497 -- 70th test, time elapsed 3.1534321308135986 -- emperical power so far: 0.3
tensor(3.5645, device='cuda:0')
pval: 0.3270000219345093 -- 71th test, time elapsed 3.160423517227173 -- emperical power so far: 0.29577464788732394
tensor(1.7607, device='cuda:0')
pval: 0.6180000305175781 -- 72th test, time elapsed 3.265380382537842 -- emperical power so far: 0.2916666666666667
tensor(7.7572, device='cuda:0')
pval: 0.04200000315904617 -- 73th test, time elapsed 3.1504712104797363 -- emperical power so far: 0.3013698630136986
tensor(7.3877, device='cuda:0')
pval: 0.055000003427267075 -- 74th test, time elapsed 3.153984546661377 -- emperical power so far: 0.2972972972972973
tensor(9.8206, device='cuda:0')
pval: 0.013000000268220901 -- 75th test, time elapsed 3.1236212253570557 -- emperical power so far: 0.30666666666666664
tensor(3.7293, device='cuda:0')
pval: 0.281000018119812 -- 76th test, time elapsed 3.1572346687316895 -- emperical power so far: 0.3026315789473684
tensor(6.4920, device='cuda:0')
pval: 0.10300000756978989 -- 77th test, time elapsed 3.1777169704437256 -- emperical power so far: 0.2987012987012987
tensor(5.7291, device='cuda:0')
pval: 0.1420000046491623 -- 78th test, time elapsed 3.138303518295288 -- emperical power so far: 0.2948717948717949
tensor(12.5168, device='cuda:0')
pval: 0.006000000052154064 -- 79th test, time elapsed 3.194930076599121 -- emperical power so far: 0.3037974683544304
tensor(3.7421, device='cuda:0')
pval: 0.3100000023841858 -- 80th test, time elapsed 3.194740056991577 -- emperical power so far: 0.3
tensor(6.6853, device='cuda:0')
pval: 0.07500000298023224 -- 81th test, time elapsed 3.269160509109497 -- emperical power so far: 0.2962962962962963
tensor(10.0924, device='cuda:0')
pval: 0.013000000268220901 -- 82th test, time elapsed 3.1593527793884277 -- emperical power so far: 0.3048780487804878
tensor(1.8584, device='cuda:0')
pval: 0.6040000319480896 -- 83th test, time elapsed 3.19197940826416 -- emperical power so far: 0.30120481927710846
tensor(5.8340, device='cuda:0')
pval: 0.11500000208616257 -- 84th test, time elapsed 3.179361343383789 -- emperical power so far: 0.2976190476190476
tensor(5.9824, device='cuda:0')
pval: 0.11900000274181366 -- 85th test, time elapsed 3.169623613357544 -- emperical power so far: 0.29411764705882354
tensor(18.3954, device='cuda:0')
pval: 0.0010000000474974513 -- 86th test, time elapsed 3.133209228515625 -- emperical power so far: 0.3023255813953488
tensor(10.2308, device='cuda:0')
pval: 0.01600000075995922 -- 87th test, time elapsed 3.1504926681518555 -- emperical power so far: 0.3103448275862069
tensor(0.7261, device='cuda:0')
pval: 0.8650000691413879 -- 88th test, time elapsed 3.2413625717163086 -- emperical power so far: 0.3068181818181818
tensor(8.9235, device='cuda:0')
pval: 0.03400000184774399 -- 89th test, time elapsed 3.2151148319244385 -- emperical power so far: 0.3146067415730337
tensor(2.1225, device='cuda:0')
pval: 0.5330000519752502 -- 90th test, time elapsed 3.1778886318206787 -- emperical power so far: 0.3111111111111111
tensor(6.3312, device='cuda:0')
pval: 0.09400000423192978 -- 91th test, time elapsed 3.143657922744751 -- emperical power so far: 0.3076923076923077
tensor(12.1321, device='cuda:0')
pval: 0.007000000216066837 -- 92th test, time elapsed 3.186955451965332 -- emperical power so far: 0.31521739130434784
tensor(5.6316, device='cuda:0')
pval: 0.15200001001358032 -- 93th test, time elapsed 3.1691064834594727 -- emperical power so far: 0.3118279569892473
tensor(0.1511, device='cuda:0')
pval: 0.9910000562667847 -- 94th test, time elapsed 3.2027275562286377 -- emperical power so far: 0.30851063829787234
tensor(1.7894, device='cuda:0')
pval: 0.6370000243186951 -- 95th test, time elapsed 3.1956207752227783 -- emperical power so far: 0.30526315789473685
tensor(5.9849, device='cuda:0')
pval: 0.11900000274181366 -- 96th test, time elapsed 3.1530675888061523 -- emperical power so far: 0.3020833333333333
tensor(5.3605, device='cuda:0')
pval: 0.16100001335144043 -- 97th test, time elapsed 3.173949956893921 -- emperical power so far: 0.29896907216494845
tensor(9.9522, device='cuda:0')
pval: 0.017000000923871994 -- 98th test, time elapsed 3.1566340923309326 -- emperical power so far: 0.30612244897959184
tensor(10.7036, device='cuda:0')
pval: 0.01900000125169754 -- 99th test, time elapsed 3.213660717010498 -- emperical power so far: 0.31313131313131315
tensor(6.9857, device='cuda:0')
pval: 0.07400000095367432 -- 100th test, time elapsed 3.1834099292755127 -- emperical power so far: 0.31
tensor(0.9388, device='cuda:0')
pval: 0.8230000138282776 -- 101th test, time elapsed 3.1194353103637695 -- emperical power so far: 0.3069306930693069
tensor(3.9021, device='cuda:0')
pval: 0.26200002431869507 -- 102th test, time elapsed 3.1848132610321045 -- emperical power so far: 0.30392156862745096
tensor(1.7239, device='cuda:0')
pval: 0.6270000338554382 -- 103th test, time elapsed 3.159665107727051 -- emperical power so far: 0.30097087378640774
tensor(2.6662, device='cuda:0')
pval: 0.453000009059906 -- 104th test, time elapsed 3.212324380874634 -- emperical power so far: 0.2980769230769231
tensor(6.4208, device='cuda:0')
pval: 0.09300000220537186 -- 105th test, time elapsed 3.2304017543792725 -- emperical power so far: 0.29523809523809524
tensor(6.1909, device='cuda:0')
pval: 0.10000000149011612 -- 106th test, time elapsed 3.1567587852478027 -- emperical power so far: 0.29245283018867924
tensor(0.8622, device='cuda:0')
pval: 0.8200000524520874 -- 107th test, time elapsed 3.168299913406372 -- emperical power so far: 0.2897196261682243
tensor(2.2386, device='cuda:0')
pval: 0.5300000309944153 -- 108th test, time elapsed 3.163130760192871 -- emperical power so far: 0.28703703703703703
tensor(2.1536, device='cuda:0')
pval: 0.5600000023841858 -- 109th test, time elapsed 3.1600894927978516 -- emperical power so far: 0.28440366972477066
tensor(4.5751, device='cuda:0')
pval: 0.20600001513957977 -- 110th test, time elapsed 3.118086338043213 -- emperical power so far: 0.2818181818181818
tensor(1.5325, device='cuda:0')
pval: 0.7010000348091125 -- 111th test, time elapsed 3.147669553756714 -- emperical power so far: 0.27927927927927926
tensor(1.3119, device='cuda:0')
pval: 0.7450000643730164 -- 112th test, time elapsed 3.1407227516174316 -- emperical power so far: 0.2767857142857143
tensor(22.0509, device='cuda:0')
pval: 0.0010000000474974513 -- 113th test, time elapsed 3.212613582611084 -- emperical power so far: 0.2831858407079646
tensor(8.5925, device='cuda:0')
pval: 0.03800000250339508 -- 114th test, time elapsed 3.147498607635498 -- emperical power so far: 0.2894736842105263
tensor(2.1117, device='cuda:0')
pval: 0.5480000376701355 -- 115th test, time elapsed 3.2099273204803467 -- emperical power so far: 0.28695652173913044
tensor(0.7514, device='cuda:0')
pval: 0.8600000143051147 -- 116th test, time elapsed 3.2296385765075684 -- emperical power so far: 0.28448275862068967
tensor(2.2095, device='cuda:0')
pval: 0.5210000276565552 -- 117th test, time elapsed 3.1536948680877686 -- emperical power so far: 0.28205128205128205
tensor(4.8207, device='cuda:0')
pval: 0.20600001513957977 -- 118th test, time elapsed 3.2095224857330322 -- emperical power so far: 0.2796610169491525
tensor(3.9721, device='cuda:0')
pval: 0.2600000202655792 -- 119th test, time elapsed 3.320525646209717 -- emperical power so far: 0.2773109243697479
tensor(11.5449, device='cuda:0')
pval: 0.007000000216066837 -- 120th test, time elapsed 3.1642239093780518 -- emperical power so far: 0.2833333333333333
tensor(6.7728, device='cuda:0')
pval: 0.0690000057220459 -- 121th test, time elapsed 3.194610357284546 -- emperical power so far: 0.2809917355371901
tensor(18.2393, device='cuda:0')
pval: 0.0020000000949949026 -- 122th test, time elapsed 3.346383571624756 -- emperical power so far: 0.28688524590163933
tensor(9.5633, device='cuda:0')
pval: 0.023000001907348633 -- 123th test, time elapsed 3.154280424118042 -- emperical power so far: 0.2926829268292683
tensor(7.4288, device='cuda:0')
pval: 0.05000000074505806 -- 124th test, time elapsed 3.193418264389038 -- emperical power so far: 0.2903225806451613
tensor(6.4904, device='cuda:0')
pval: 0.08900000154972076 -- 125th test, time elapsed 3.2890501022338867 -- emperical power so far: 0.288
tensor(4.1675, device='cuda:0')
pval: 0.2370000183582306 -- 126th test, time elapsed 3.167874336242676 -- emperical power so far: 0.2857142857142857
tensor(6.4487, device='cuda:0')
pval: 0.10900000482797623 -- 127th test, time elapsed 3.1568217277526855 -- emperical power so far: 0.28346456692913385
tensor(8.8883, device='cuda:0')
pval: 0.02200000174343586 -- 128th test, time elapsed 3.25209903717041 -- emperical power so far: 0.2890625
tensor(5.9656, device='cuda:0')
pval: 0.11000000685453415 -- 129th test, time elapsed 3.158721446990967 -- emperical power so far: 0.2868217054263566
tensor(5.3229, device='cuda:0')
pval: 0.14800000190734863 -- 130th test, time elapsed 3.1933720111846924 -- emperical power so far: 0.2846153846153846
tensor(2.9703, device='cuda:0')
pval: 0.38600000739097595 -- 131th test, time elapsed 3.1925315856933594 -- emperical power so far: 0.2824427480916031
tensor(3.3293, device='cuda:0')
pval: 0.33900001645088196 -- 132th test, time elapsed 3.2013447284698486 -- emperical power so far: 0.2803030303030303
tensor(1.5366, device='cuda:0')
pval: 0.6840000152587891 -- 133th test, time elapsed 3.1282432079315186 -- emperical power so far: 0.2781954887218045
tensor(1.8961, device='cuda:0')
pval: 0.5730000138282776 -- 134th test, time elapsed 3.1486005783081055 -- emperical power so far: 0.27611940298507465
tensor(7.2102, device='cuda:0')
pval: 0.06200000271201134 -- 135th test, time elapsed 3.1516990661621094 -- emperical power so far: 0.2740740740740741
tensor(11.9467, device='cuda:0')
pval: 0.01100000087171793 -- 136th test, time elapsed 3.1749322414398193 -- emperical power so far: 0.27941176470588236
tensor(6.1852, device='cuda:0')
pval: 0.11000000685453415 -- 137th test, time elapsed 3.204766035079956 -- emperical power so far: 0.2773722627737226
tensor(2.4259, device='cuda:0')
pval: 0.5010000467300415 -- 138th test, time elapsed 3.223125696182251 -- emperical power so far: 0.2753623188405797
tensor(5.4118, device='cuda:0')
pval: 0.125 -- 139th test, time elapsed 3.204509735107422 -- emperical power so far: 0.2733812949640288
tensor(18.4981, device='cuda:0')
pval: 0.0010000000474974513 -- 140th test, time elapsed 3.223078489303589 -- emperical power so far: 0.2785714285714286
tensor(5.9558, device='cuda:0')
pval: 0.10500000417232513 -- 141th test, time elapsed 3.2927141189575195 -- emperical power so far: 0.2765957446808511
tensor(6.1087, device='cuda:0')
pval: 0.11700000613927841 -- 142th test, time elapsed 3.164513349533081 -- emperical power so far: 0.2746478873239437
tensor(3.8570, device='cuda:0')
pval: 0.30300000309944153 -- 143th test, time elapsed 3.2210240364074707 -- emperical power so far: 0.2727272727272727
tensor(1.0826, device='cuda:0')
pval: 0.7900000214576721 -- 144th test, time elapsed 3.211909055709839 -- emperical power so far: 0.2708333333333333
tensor(1.7674, device='cuda:0')
pval: 0.6020000576972961 -- 145th test, time elapsed 3.1807942390441895 -- emperical power so far: 0.2689655172413793
tensor(12.4582, device='cuda:0')
pval: 0.007000000216066837 -- 146th test, time elapsed 3.201359987258911 -- emperical power so far: 0.273972602739726
tensor(7.0723, device='cuda:0')
pval: 0.0430000014603138 -- 147th test, time elapsed 3.314638614654541 -- emperical power so far: 0.2789115646258503
tensor(3.1656, device='cuda:0')
pval: 0.3630000054836273 -- 148th test, time elapsed 3.193570137023926 -- emperical power so far: 0.27702702702702703
tensor(2.7717, device='cuda:0')
pval: 0.43400001525878906 -- 149th test, time elapsed 3.1800997257232666 -- emperical power so far: 0.2751677852348993
tensor(5.6741, device='cuda:0')
pval: 0.12800000607967377 -- 150th test, time elapsed 3.1838090419769287 -- emperical power so far: 0.2733333333333333
tensor(1.4803, device='cuda:0')
pval: 0.6920000314712524 -- 151th test, time elapsed 3.1947402954101562 -- emperical power so far: 0.271523178807947
tensor(5.6853, device='cuda:0')
pval: 0.12800000607967377 -- 152th test, time elapsed 3.1429688930511475 -- emperical power so far: 0.26973684210526316
tensor(11.0285, device='cuda:0')
pval: 0.020000001415610313 -- 153th test, time elapsed 3.1916615962982178 -- emperical power so far: 0.27450980392156865
tensor(1.8194, device='cuda:0')
pval: 0.5879999995231628 -- 154th test, time elapsed 3.192831516265869 -- emperical power so far: 0.2727272727272727
tensor(2.4720, device='cuda:0')
pval: 0.503000020980835 -- 155th test, time elapsed 3.2086362838745117 -- emperical power so far: 0.2709677419354839
tensor(4.5015, device='cuda:0')
pval: 0.23200000822544098 -- 156th test, time elapsed 3.184544086456299 -- emperical power so far: 0.2692307692307692
tensor(30.1347, device='cuda:0')
pval: 0.0010000000474974513 -- 157th test, time elapsed 3.1652450561523438 -- emperical power so far: 0.27388535031847133
tensor(3.7220, device='cuda:0')
pval: 0.27000001072883606 -- 158th test, time elapsed 3.1910951137542725 -- emperical power so far: 0.2721518987341772
tensor(1.0777, device='cuda:0')
pval: 0.7800000309944153 -- 159th test, time elapsed 3.2165424823760986 -- emperical power so far: 0.27044025157232704
tensor(6.9785, device='cuda:0')
pval: 0.06700000166893005 -- 160th test, time elapsed 3.262902021408081 -- emperical power so far: 0.26875
tensor(1.8710, device='cuda:0')
pval: 0.6060000061988831 -- 161th test, time elapsed 3.244504928588867 -- emperical power so far: 0.2670807453416149
tensor(0.6238, device='cuda:0')
pval: 0.8870000243186951 -- 162th test, time elapsed 3.178985595703125 -- emperical power so far: 0.2654320987654321
tensor(9.0493, device='cuda:0')
pval: 0.03800000250339508 -- 163th test, time elapsed 3.181471109390259 -- emperical power so far: 0.26993865030674846
tensor(0.8555, device='cuda:0')
pval: 0.8420000672340393 -- 164th test, time elapsed 3.230618953704834 -- emperical power so far: 0.2682926829268293
tensor(3.9216, device='cuda:0')
pval: 0.26600000262260437 -- 165th test, time elapsed 3.170348882675171 -- emperical power so far: 0.26666666666666666
tensor(4.1913, device='cuda:0')
pval: 0.2600000202655792 -- 166th test, time elapsed 3.1375482082366943 -- emperical power so far: 0.26506024096385544
tensor(12.8807, device='cuda:0')
pval: 0.005000000353902578 -- 167th test, time elapsed 3.177607774734497 -- emperical power so far: 0.2694610778443114
tensor(11.3841, device='cuda:0')
pval: 0.006000000052154064 -- 168th test, time elapsed 3.1594860553741455 -- emperical power so far: 0.27380952380952384
tensor(1.0256, device='cuda:0')
pval: 0.7990000247955322 -- 169th test, time elapsed 3.1829681396484375 -- emperical power so far: 0.27218934911242604
tensor(12.0745, device='cuda:0')
pval: 0.010000000707805157 -- 170th test, time elapsed 3.1830105781555176 -- emperical power so far: 0.27647058823529413
tensor(16.0227, device='cuda:0')
pval: 0.0020000000949949026 -- 171th test, time elapsed 3.170327663421631 -- emperical power so far: 0.2807017543859649
tensor(8.7132, device='cuda:0')
pval: 0.04100000113248825 -- 172th test, time elapsed 3.1612839698791504 -- emperical power so far: 0.28488372093023256
tensor(4.3071, device='cuda:0')
pval: 0.2370000183582306 -- 173th test, time elapsed 3.2021522521972656 -- emperical power so far: 0.2832369942196532
tensor(2.9010, device='cuda:0')
pval: 0.38200002908706665 -- 174th test, time elapsed 3.21464467048645 -- emperical power so far: 0.28160919540229884
tensor(15.5391, device='cuda:0')
pval: 0.007000000216066837 -- 175th test, time elapsed 3.202761650085449 -- emperical power so far: 0.2857142857142857
tensor(3.8273, device='cuda:0')
pval: 0.26600000262260437 -- 176th test, time elapsed 3.195380926132202 -- emperical power so far: 0.2840909090909091
tensor(6.8771, device='cuda:0')
pval: 0.08400000631809235 -- 177th test, time elapsed 3.19641375541687 -- emperical power so far: 0.2824858757062147
tensor(1.2008, device='cuda:0')
pval: 0.7360000610351562 -- 178th test, time elapsed 3.2258763313293457 -- emperical power so far: 0.2808988764044944
tensor(0.4336, device='cuda:0')
pval: 0.9350000619888306 -- 179th test, time elapsed 3.265213966369629 -- emperical power so far: 0.27932960893854747
tensor(3.9378, device='cuda:0')
pval: 0.2670000195503235 -- 180th test, time elapsed 3.172367811203003 -- emperical power so far: 0.2777777777777778
tensor(7.8626, device='cuda:0')
pval: 0.036000002175569534 -- 181th test, time elapsed 3.234630584716797 -- emperical power so far: 0.281767955801105
tensor(14.2237, device='cuda:0')
pval: 0.004000000189989805 -- 182th test, time elapsed 3.165191888809204 -- emperical power so far: 0.2857142857142857
tensor(4.1178, device='cuda:0')
pval: 0.25200000405311584 -- 183th test, time elapsed 3.228658676147461 -- emperical power so far: 0.28415300546448086
tensor(0.5868, device='cuda:0')
pval: 0.9020000696182251 -- 184th test, time elapsed 3.212963819503784 -- emperical power so far: 0.2826086956521739
tensor(0.9394, device='cuda:0')
pval: 0.8090000152587891 -- 185th test, time elapsed 3.2036399841308594 -- emperical power so far: 0.2810810810810811
tensor(4.4398, device='cuda:0')
pval: 0.2150000035762787 -- 186th test, time elapsed 3.1727237701416016 -- emperical power so far: 0.27956989247311825
tensor(8.0877, device='cuda:0')
pval: 0.046000003814697266 -- 187th test, time elapsed 3.1906564235687256 -- emperical power so far: 0.28342245989304815
tensor(14.4693, device='cuda:0')
pval: 0.0020000000949949026 -- 188th test, time elapsed 3.1629936695098877 -- emperical power so far: 0.2872340425531915
tensor(7.4635, device='cuda:0')
pval: 0.0690000057220459 -- 189th test, time elapsed 3.157406806945801 -- emperical power so far: 0.2857142857142857
tensor(1.5610, device='cuda:0')
pval: 0.6820000410079956 -- 190th test, time elapsed 3.231499195098877 -- emperical power so far: 0.28421052631578947
tensor(6.3105, device='cuda:0')
pval: 0.12000000476837158 -- 191th test, time elapsed 3.278205394744873 -- emperical power so far: 0.28272251308900526
tensor(3.5135, device='cuda:0')
pval: 0.2939999997615814 -- 192th test, time elapsed 3.177515745162964 -- emperical power so far: 0.28125
tensor(2.6771, device='cuda:0')
pval: 0.45900002121925354 -- 193th test, time elapsed 3.212033271789551 -- emperical power so far: 0.27979274611398963
tensor(9.4598, device='cuda:0')
pval: 0.027000000700354576 -- 194th test, time elapsed 3.26501202583313 -- emperical power so far: 0.28350515463917525
tensor(12.4753, device='cuda:0')
